product,tag,review
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요","아이가 어성초 저번부터 사달라구 조르더니. .
어성초 폼클렌징 사용중인데 좋대서
스킨토너도 사보았어요.
기대됩니다!ㅎ
이번 스누피 꼭 사고싶다고.ㅋㅋ
이뿌네욤.~ㅎ감사히 잘 사용할게욤!"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요","스누피와 같은 이름을 가진 이 스킨, 사용하기 편하고 피부를 자극하지 않습니다."
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"지성에 좋아요, 보습에 좋아요, 자극없이 순해요",굿굿 지성피부에 딱입니당 속건조 잡는데도 좋고 트러블 안나고 무난하게 사용할 수 있어요 머리 말릴 때 스킨팩 해주고 기초 바른다음에 화장하면 짱 잘먹어용 용량도 많아서 팍팍 써도 부담없어서 좋아요
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",피부진정이되고 수분충전잘되요 스킨팩으로 너무좋아요ㅋ꼭잇어야해요
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 보통이에요",막 사용하기 좋은 스킨입니다.. 대용량 으로 퍼프에 묻힘~
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"지성에 좋아요, 진정에 좋아요, 자극없이 순해요",무난하게 사용 가능해요. 기초부터 탄탄해야지 장벽 안 무너진다고 해서 사용 중
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 보통이에요",전부터 쓰던거라 재구매해서 잘사용하고 있습니다 흡수도 잘되고 좋아요
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요",무난하게 사용하기 좋아요~ 크게 자극없고 순한 거 같네요~! 스누피가 귀여워요
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"지성에 좋아요, 진정에 좋아요, 자극없이 순해요",사계절 촉촉하게 쓸 수 있는 토너! 올 여름 가볍게 쓸만한 토너를 찾는다면 추천. 수분감은 적당한데 모든 피부에 베스트는 아님. (건성<복합성<<지성) 아누아는 할인할 때 사는 게 제일 좋은 듯. 증정용으로 주는 스누피 솜은 아까워서 못쓰겟다..
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",활용도가 높아서 꾸준히 사용하고 있었는데 리뉴얼 되어 구매하게 되었습니다 저는 좁쌀이 생길때마다 더 신경써서 쓰고 있는데 자극이 없어서 몇번이고 닦아내도 무리가 없네요 용량이 커서 닦고 흡수하고 반복하여 사용하고 있습니다 수분감이 지속되서 굳이 많은 화장품을 바르지 않아도 충분해졌어요
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요",재구매 의사 있음! 재구매 의사 있음! 재구매 의사 있음!!
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요","저번에 대용량 샀다가 마음에 들어서 다시 구매했어요 이번엔 대용량은 할인 안 해서 원플원 조합으루 샀습니다 ㅎㅎ

보습이 잘 되는 건 맞다고 생각하는데 진정을 도와주느냐? 그건 잘은 모르겠어요 저는 진정 성분이 특화되지 않더라도 보습을 잘해주면 진정이 따라온다고 생각해서요"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요","선물받아서 써봤는데 너무 순하고 좋더라구요, 그래서 또 구매 햤아요"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",피부결 정돈에 좋고 바르고 나면 건조함이 사라져요. 향도 딱히 없어 좋습니다.
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요",자극없이 순하고 피부를 촉촉하게 유지시켜줘서 너무 좋아요.
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"지성에 좋아요, 진정에 좋아요, 자극없이 순해요",n구매템이에요 지성분들에게 강추! 적당히 수분만 채워주는 느낌이에용
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요",이거 몇 통째 쓰는지 모를 정도로 재구매 되게 많이 하는데 요즘 얼굴이 많이 땡겨서 여러번 챱챱 발라주는데 속건조 확실하게 잡아줘서 너무 좋아요!!
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요","데일리 토너로 너무 좋아요
가벼우면서도 촉촉합니다
스프레이 통에 넣고 뿌려주면 진짜😘😘"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","soothing gentle toner great for everyday use, filled with heartleaf water for even texture and hydration. is good toner."
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 보통이에요","얼굴에 뾰루지 나면 속상한데 이걸로 한번 화장솜으로
닦고 로션 바르고 하면 다음날 괜찮아지는거같아요
자극은 없어요
순해서 괜찮아요
봄여름 가을 겨울 에 다 사용해도 무난해요
무겁지않아서 좋아요
냄새도 무향이여서 다른분들도 다 괜찮을꺼에요
보습도 좋아요
보통 복합성이나 지성에 피부 에 좋은거같아요
또 구매할거에요 !"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요",아누아 제품 진짜 정말 너무 좋아해서 꾸준히 쓰고 있는데 아누아 패드랑 토너랑 같이 사용하면 너무너무 좋아요ㅜㅜ 좁살여드름 걱정이신 분들 중에 복합성에 어성초 잘 맞는다는 분들은 후회 없으실 것입니다..!! 전 티트리보단 어성초가 더 진정 효과 많이 봐서 아누아 정말 사랑합니다..!! 기획할 때 많이 사 두세용
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 보통이에요","좋다고 홍보가 많은데 전 잘모르겠구요
가벼운 토너로 아침에만 쓰구 있어요"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요","순하고 물같은 느낌이예요. 향이없어 자극이 없는거같아요.가볍고 좋았어요. 갠적으론 살짝 좋은향이 있어도 좋은거같아요.^^
지성에 좋을듯해요."
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"건성에 좋아요, 진정에 좋아요, 자극없이 순해요","수부지 좁쌀여드름 피부입니다.
피부과에서 연고를 처방받아 바르고 있는데
적응기간동안 피부가 너무 예민해지고 따갑고
난리가 나서 기능성보다는 자극없는 순한 토너 찾고
있다가 아누아 어성초 구입해 봤어요
처음 씻고나와서 사용할때 따가울까봐 무서웠는데
자극, 따가움 1도 없어서 너무 좋았어요!
지금 뭘 발라도 얼굴이 따가워서 넘 힘들없는데
따가움이 하나도 없어서 진짜 순한거 하나는
인정입니다!!
그리고 제형은 완전 물이라기 보다는 살짝 미끌~
한 정도 였어요 끈적임 없고 그렇다고 너무 건조하지도 않고 수부지에 딱 좋았습니당 대용량이라 예미함 끝판왕일땐 토너팩으로 넘 좋아요~!
정말 순한~ 토너 찾으신다면 추천드려봅니당!!


--
약 일주일 써본 결과 저한테는 안맞네요
순하고 자극없는건 너무 좋은데
저는 이거 쓰면 기름 대폭팔 하더라구요...ㅠㅠㅍㅍ
순한건 정믈 좋았는데 너무 아수워요ㅠㅠ"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"지성에 좋아요, 진정에 좋아요, 자극없이 순해요","아누아 토너 쓴지 몇 년 됐어요!!
진정 시킬 때 좋고 무엇보다 진짜 순해요!!"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요",물같은 느낌이라 바르기가 편해서 좋았습니다. 흡수도 빨랐어요.
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요","처음 써 본 토너인데 쓰고 나서 피부가 부들부들 해지고, 이마 좁쌀이 많이 사라짐... 그냥 바르는 것 보다 토너팩해서 바르는게"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"지성에 좋아요, 진정에 좋아요, 자극없이 순해요",몇 통 째 이것만 쓰고 있어요! 챱토하기 좋고 진정에 좋은 것 같아요 ㅎㅎ 추천합니다!
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"지성에 좋아요, 진정에 좋아요, 자극없이 순해요","아들이 여드름이 올라와서 사줬는데
쓰고 나니 진정되는거 같아서 꾸준히 잘 쓰고 있어요."
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"지성에 좋아요, 진정에 좋아요, 자극없이 순해요","직원 분 추천으로 처음 구매해봤어요. 아이가 여드름이 나서 진정에 좋은 어성초로 써보려 합니다
효과가 좋았음 좋겠어요~~"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요","물토너 러버인데 최애 토너입니다
좁쌀에 효과 많이 봤고 확실히 진정 효과가 좋은것 같아요
유명한데에는 다 이유가 있는거구나 생각했어요
지금까지 3통 비운 토너인데 대체할 제품을 아직까지 못 찾았어요"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요","패드만 사용하다가 토너용이 있길래 구매해보았어요~패드는 아이들용으로 하고 토너용은 제가 사용하는데 제 피부에는
잘 맞는거 같아요~~"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요",군대에 있던 남자친구가 영업한 토너인데..! 그때영업당해서 제대 후인 지금까지 쭉 꾸준히 쓰고있어요 복합성 수부지 여서 뭐만 조금 안맞아도 트러블 나는데 얘 쓰고나선 그 빈도수가 그래더 줄어든 것 같아 만족하고 꾸준히 사용중입니당 당연 또 구매예정
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요",토너중에 탑인 듯합니다. 브랜드 믿고구매해서 잘 쓰고 있습니다.
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"지성에 좋아요, 진정에 좋아요, 자극없이 순해요","다른분들 리뷰좋은거보고 혹시나하는 기대감에 구입했는데 확실히 진정되는게 느껴져서 꾸준히 잘 바르고있어요
재구매의사 만따있어요"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",형도 딱 적당하고 완전 부들부들하고 건조도 잡아주고 진정도 좋고 저는 지금 2통째 입니다.
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요","어성초 수딩 토너 부드럽고 자극없이 순해요.
리필도 있어서 만족 입니다."
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요","좀더 리치한 제형의 토너 사용하다
날이 더워지니 끈적여서 토너 바꿨는데
보습 괜찮고 좋아요"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 보통이에요",잘 받았습니다. 일단 잘 쓸께요. 좋은 효과 기대합니다. 감사합니다
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","N년째 사용중인데 이 토너 없이는 살 수 없어요
비슷한 토너들 다 써봐도 다시 돌아옹 수 밖에 없는 제품
완전 물토너인데 건성한테 굉장한 수분감을 줘요"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",올리브영에서 자주 구입하는 편입니다. 만족감이 커서 변함없이 이용합니다.
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 보통이에요",아니 뮤르겠어요 진짜 모르겠어요 이거 쓰니까 피부 보들보들해짐 근데 기름끼가 도는느낌?몰라진짜
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요",정말 순하고 속 깊이까지 수분이 채워진다는 느낌을 강하게 주는 제품이에요 추천합니당
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요","77토너!!! 이거 없으면 앙댕!!!
화장 전에 토너 팩도 조코, 닦토로도 너무 조응!!!!"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요","제 피부가 엄청 민감한데도 잘 맞고 정착한 토너에요!
세안하고 바르면 붉은기 싹 사라지고 피붓결이 정돈된게 보여요! 민감성이신 분들은 엄청 추천드립니당🩷🩷"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"건성에 좋아요, 진정에 좋아요, 자극없이 순해요",인스타그램에서 하도 좋다고 파는사람이 광고하길래 궁금하기도 했고 해서 사봣어요 물론 효과가 아예 없진않으네 이거 효과를 100% 봤다 하기에는 어려운거같네요 또 물로 닦아서 관리하기엔 편한데 다시 뚜껑닫아놓고 냅두기가 좀 찝찝해요 원가주고 사기엔 비싼거같고 세일할때 사서 일주일에 1-2번씩 써주기엔 나쁘지않을거같네요 일반 효소클렌저랑은 또 다른니낌인스타그램에서 하도 좋다고 파는사람이 광고하길래 궁금하기도 했고 해서 사봣어요 물론 효과가 아예 없진않으네 이거 효과를 100% 봤다 하기에는 어려운거같네요 또 물로 닦아서 관리하기엔 편한데 다시 뚜껑닫아놓고 냅두기가 좀 찝찝해요 원가주고 사기엔 비싼거같고 세일할때 사서 일주일에 1-2번씩 써주기엔 나쁘지않을거같네요 일반 효소클렌저랑은 또 다른니낌
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","피부가 예민하고 쉽게 붉어지는 편이라 진정 효과가 뛰어난 토너를 찾다가 하트리프 77 히알루론 수딩 토너를 사용하게 되었어요. 처음 사용했을 때부터 피부에 닿는 느낌이 너무 순하고, 물처럼 가벼운 제형이라 부담 없이 데일리로 사용하기 딱 좋았어요.

이 제품의 가장 큰 특징은 하트리프 추출물이 77%나 함유되어 있다는 점인데, 실제로 피부 진정 효과가 확실히 느껴졌어요. 마스크로 인해 볼이나 턱 주변에 자주 생기던 붉은기와 열감이 이 토너를 사용한 후부터는 점점 완화되었고, 피부 컨디션도 안정적으로 유지되고 있어요.

또한, 히알루론산이 함유되어 있어서 촉촉함이 오래 지속되는 점도 정말 만족스러웠어요. 토너임에도 불구하고 에센스처럼 보습감이 느껴지고, 여러 번 레이어링해도 전혀 무겁지 않아요. 특히 세안 후 피부가 건조해지기 전에 바로 발라주면 속건조 없이 피부가 촉촉하게 유지되더라고요.

제형은 정말 묽은 워터 타입이라 화장솜에 적셔서 닦토로도, 혹은 손바닥에 덜어 가볍게 두드리듯 발라도 모두 잘 스며들어요. 흡수력도 좋아서 빠르게 피부에 스며들고, 끈적임 없이 산뜻하게 마무리돼요. 여름철에는 특히 부담 없이 사용할 수 있고, 겨울철에는 여러 번 덧발라서 깊은 보습감을 줄 수 있어서 사계절 내내 활용도 높은 제품이라고 생각해요.

향은 거의 느껴지지 않을 정도로 순해서 민감한 피부이신 분들도 부담 없이 사용하실 수 있을 것 같아요. 실제로 저는 평소 향에 민감한 편인데, 이 제품은 전혀 불쾌함 없이 편안하게 사용할 수 있었어요.

사용한 지 2주 정도 지났을 때부터는 피부결이 훨씬 부드럽고 매끈해진 것이 느껴졌고, 트러블이 올라오는 빈도도 줄어들었어요. 화장도 더 잘 먹고, 하루 종일 피부가 당기지 않아서 정말 만족하고 있어요. 특히 속건조와 붉은기로 고민하시는 분들께는 꼭 추천하고 싶은 제품이에요.

패키지는 심플하면서도 깔끔한 투명 용기로 되어 있어서 내용물의 잔량을 쉽게 확인할 수 있고, 입구도 적당한 크기라 양 조절도 쉬워요. 디자인도 너무 과하지 않아서 욕실이나 화장대에 올려놓기에도 깔끔하게 잘 어울려요.

가격대도 적당하면서 용량이 넉넉해서 가성비가 매우 좋다고 생각해요. 피부 진정, 보습, 속건조 개선 등 여러 방면에서 효과를 봤기 때문에 저는 앞으로도 계속 사용할 예정이고, 이미 재구매도 고려 중이에요.

결론적으로, 하트리프 77 히알루론 수딩 토너는 민감하고 건조한 피부에 꼭 맞는, 순하면서도 효과 좋은 데일리 토너예요. 피부 진정과 수분 공급을 동시에 잡고 싶은 분들께 자신 있게 추천드립니다!"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"건성에 좋아요, 진정에 좋아요, 자극없이 순해요","전에 350ml샀다가 금방 다 써버려서 다시 재구매 했어요!
한 3주정도 썼는데 이마에 있던 좁쌀여드름이 눈에띄게 다 사라져서 이거 없으면 못살아요 진짜ㅠㅠㅠㅠ퓨ㅠ🩷🩷화장도 엄청 잘먹고 피부 뒤집어지신분들한테 완전 강추강추!!!
저는 팩토로 5분정도 해주고 부드럽게 닦아준 다음에 수분세럼으로 흡수해주면 진짜 깐달걀피부 완성이에요ㅠㅠㅠ밤에 팩토 해줄때마다 피부 좋아진다는 생각에 기분이 너무 좋아여ㅠㅠㅠ👍☺️"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 보통이에요","후기가 좋아 구매
물같은 토너랑 점성있는 토너 둘다 필여하졍 ~~
좋아요"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요","여드름 피부에 진정 효과가 있다길래 지금 3통째 사용중인데 확실히 사용하고 나면 붉은기가 많이 줄어들어요!
순하고 자극없어요!!!!
자주 쓰니 빨리 사용하게 되어요!
많이 많이 세일해주었음…"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"지성에 좋아요, 보습에 좋아요, 자극없이 순해요",남자친구가 피엑스에서 사다준 이후로 정착해서 쓰고 있는데 중간에 다른 토너로 바꿨다가 피부 뒤집어져서 다시 돌아왔어요!
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요",민감성인데 자극없이 부담없이 잘 쓰고 잇습니다 대용량이라 토너팩 하기에도 굳
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요","늘 재재구매 하는 제품입니다~~
토끼왕자 덕분에 알게된 브랜드인데 좋아서 n년째 함께하고 있습니당 기획도 자주있고 너무 좋아용"
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요",아누아 어성초 라인이 좋다고 해서 구매했는데 일단 행사할때라 가격대비 용량이 마음에 들어요. 토너 많이 쓰시는 분들한테 좋을거 같아요.
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요",매번 재구매해서 잘 사용하고 있어요. 토너팩으로 잘 사용하고있어요
[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),"지성에 좋아요, 진정에 좋아요, 자극없이 순해요","정착 템이라 그냥 떨어질 때마다 구매하고 있어요. 지성 피부 트러블 진정에 효과를 봤고, 이거 쓴 날 안 쓴 날 피부 차이가 느껴져서 매일 사용하고 있어요."
